Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2011;1.840,3
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2010;1.856,5
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2009;1.879,1
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2008;1.832,3
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2007;1.713,6
Jornada a tiempo parcial;08 Castilla - La Mancha;7;2006;1.686,2
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2024;2.952,2
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2023;2.747,3
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2022;2.666,6
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2021;2.604,3
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2020;2.388,2
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2019;2.455,9
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2018;2.226,6
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2017;2.518,0
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2016;..
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2015;2.327,3
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2014;..
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2013;2.437,3
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2012;2.354,7
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2011;2.148,5
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2010;..
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2009;2.152,6
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2008;2.174,5
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2007;2.107,6
Jornada a tiempo parcial;08 Castilla - La Mancha;8;2006;2.173,9
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2024;..
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2023;..
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2022;2.930,3
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2021;2.875,2
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2020;3.182,6
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2019;2.859,6
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2018;2.841,6
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2017;2.820,7
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2016;2.778,5
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2015;2.707,9
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2014;2.963,7
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2013;..
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2012;..
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2011;2.523,2
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2010;2.800,2
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2009;2.778,2
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2008;2.511,1
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2007;2.462,2
Jornada a tiempo parcial;08 Castilla - La Mancha;9;2006;2.485,5
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2024;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2023;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2022;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2021;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2020;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2019;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2018;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2017;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2016;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2015;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2014;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2013;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2012;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2011;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2010;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2009;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2008;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2007;..
Jornada a tiempo parcial;08 Castilla - La Mancha;10;2006;..
Jornada a tiempo parcial;09 Cataluña;Total;2024;1.090,5
Jornada a tiempo parcial;09 Cataluña;Total;2023;978,5
Jornada a tiempo parcial;09 Cataluña;Total;2022;930,8
Jornada a tiempo parcial;09 Cataluña;Total;2021;862,0
Jornada a tiempo parcial;09 Cataluña;Total;2020;862,1
Jornada a tiempo parcial;09 Cataluña;Total;2019;867,7
Jornada a tiempo parcial;09 Cataluña;Total;2018;778,0
Jornada a tiempo parcial;09 Cataluña;Total;2017;780,6
Jornada a tiempo parcial;09 Cataluña;Total;2016;768,5
Jornada a tiempo parcial;09 Cataluña;Total;2015;734,9
Jornada a tiempo parcial;09 Cataluña;Total;2014;728,2
Jornada a tiempo parcial;09 Cataluña;Total;2013;720,2
Jornada a tiempo parcial;09 Cataluña;Total;2012;652,2
Jornada a tiempo parcial;09 Cataluña;Total;2011;741,2
Jornada a tiempo parcial;09 Cataluña;Total;2010;729,7
Jornada a tiempo parcial;09 Cataluña;Total;2009;785,2
Jornada a tiempo parcial;09 Cataluña;Total;2008;722,3
Jornada a tiempo parcial;09 Cataluña;Total;2007;714,7
Jornada a tiempo parcial;09 Cataluña;Total;2006;712,1
Jornada a tiempo parcial;09 Cataluña;1;2024;683,4
Jornada a tiempo parcial;09 Cataluña;1;2023;606,4
Jornada a tiempo parcial;09 Cataluña;1;2022;605,6
Jornada a tiempo parcial;09 Cataluña;1;2021;558,2
Jornada a tiempo parcial;09 Cataluña;1;2020;501,1
Jornada a tiempo parcial;09 Cataluña;1;2019;522,9
Jornada a tiempo parcial;09 Cataluña;1;2018;473,4
Jornada a tiempo parcial;09 Cataluña;1;2017;458,9
Jornada a tiempo parcial;09 Cataluña;1;2016;427,3
Jornada a tiempo parcial;09 Cataluña;1;2015;400,5
Jornada a tiempo parcial;09 Cataluña;1;2014;403,0
Jornada a tiempo parcial;09 Cataluña;1;2013;413,0
Jornada a tiempo parcial;09 Cataluña;1;2012;395,0
Jornada a tiempo parcial;09 Cataluña;1;2011;445,2
Jornada a tiempo parcial;09 Cataluña;1;2010;460,2
Jornada a tiempo parcial;09 Cataluña;1;2009;488,4
Jornada a tiempo parcial;09 Cataluña;1;2008;472,1
Jornada a tiempo parcial;09 Cataluña;1;2007;500,6
Jornada a tiempo parcial;09 Cataluña;1;2006;455,3
Jornada a tiempo parcial;09 Cataluña;2;2024;1.245,7
Jornada a tiempo parcial;09 Cataluña;2;2023;1.135,7
Jornada a tiempo parcial;09 Cataluña;2;2022;1.082,0
Jornada a tiempo parcial;09 Cataluña;2;2021;983,3
Jornada a tiempo parcial;09 Cataluña;2;2020;963,7
Jornada a tiempo parcial;09 Cataluña;2;2019;955,4
Jornada a tiempo parcial;09 Cataluña;2;2018;876,8
Jornada a tiempo parcial;09 Cataluña;2;2017;837,4
Jornada a tiempo parcial;09 Cataluña;2;2016;827,2
Jornada a tiempo parcial;09 Cataluña;2;2015;797,9
Jornada a tiempo parcial;09 Cataluña;2;2014;788,0
Jornada a tiempo parcial;09 Cataluña;2;2013;775,9
Jornada a tiempo parcial;09 Cataluña;2;2012;793,5
Jornada a tiempo parcial;09 Cataluña;2;2011;838,9
Jornada a tiempo parcial;09 Cataluña;2;2010;840,2
Jornada a tiempo parcial;09 Cataluña;2;2009;852,1
Jornada a tiempo parcial;09 Cataluña;2;2008;848,9
Jornada a tiempo parcial;09 Cataluña;2;2007;810,8
Jornada a tiempo parcial;09 Cataluña;2;2006;782,7
Jornada a tiempo parcial;09 Cataluña;3;2024;1.502,6
Jornada a tiempo parcial;09 Cataluña;3;2023;1.417,3
Jornada a tiempo parcial;09 Cataluña;3;2022;1.344,4
Jornada a tiempo parcial;09 Cataluña;3;2021;1.265,2
Jornada a tiempo parcial;09 Cataluña;3;2020;1.233,3
Jornada a tiempo parcial;09 Cataluña;3;2019;1.232,6
Jornada a tiempo parcial;09 Cataluña;3;2018;1.140,2
Jornada a tiempo parcial;09 Cataluña;3;2017;1.101,4
Jornada a tiempo parcial;09 Cataluña;3;2016;1.097,8
Jornada a tiempo parcial;09 Cataluña;3;2015;1.091,5
Jornada a tiempo parcial;09 Cataluña;3;2014;1.065,4
Jornada a tiempo parcial;09 Cataluña;3;2013;1.082,3
Jornada a tiempo parcial;09 Cataluña;3;2012;1.095,9
Jornada a tiempo parcial;09 Cataluña;3;2011;1.147,3
Jornada a tiempo parcial;09 Cataluña;3;2010;1.143,2
Jornada a tiempo parcial;09 Cataluña;3;2009;1.115,1
Jornada a tiempo parcial;09 Cataluña;3;2008;1.105,5
Jornada a tiempo parcial;09 Cataluña;3;2007;1.027,7
Jornada a tiempo parcial;09 Cataluña;3;2006;989,9
Jornada a tiempo parcial;09 Cataluña;4;2024;1.679,6
Jornada a tiempo parcial;09 Cataluña;4;2023;1.623,7
Jornada a tiempo parcial;09 Cataluña;4;2022;1.512,6
Jornada a tiempo parcial;09 Cataluña;4;2021;1.436,3
Jornada a tiempo parcial;09 Cataluña;4;2020;1.419,9
Jornada a tiempo parcial;09 Cataluña;4;2019;1.395,4
Jornada a tiempo parcial;09 Cataluña;4;2018;1.344,0
Jornada a tiempo parcial;09 Cataluña;4;2017;1.321,5
Jornada a tiempo parcial;09 Cataluña;4;2016;1.323,7
Jornada a tiempo parcial;09 Cataluña;4;2015;1.304,4
Jornada a tiempo parcial;09 Cataluña;4;2014;1.293,0
Jornada a tiempo parcial;09 Cataluña;4;2013;1.312,1
Jornada a tiempo parcial;09 Cataluña;4;2012;1.271,2
Jornada a tiempo parcial;09 Cataluña;4;2011;1.281,1
Jornada a tiempo parcial;09 Cataluña;4;2010;1.321,3
Jornada a tiempo parcial;09 Cataluña;4;2009;1.281,7
Jornada a tiempo parcial;09 Cataluña;4;2008;1.230,5
Jornada a tiempo parcial;09 Cataluña;4;2007;1.214,2
Jornada a tiempo parcial;09 Cataluña;4;2006;1.135,5
Jornada a tiempo parcial;09 Cataluña;5;2024;1.889,3
Jornada a tiempo parcial;09 Cataluña;5;2023;1.852,0
Jornada a tiempo parcial;09 Cataluña;5;2022;1.711,9
Jornada a tiempo parcial;09 Cataluña;5;2021;1.659,2
Jornada a tiempo parcial;09 Cataluña;5;2020;1.633,3
Jornada a tiempo parcial;09 Cataluña;5;2019;1.593,1
Jornada a tiempo parcial;09 Cataluña;5;2018;1.561,3
Jornada a tiempo parcial;09 Cataluña;5;2017;1.478,9
Jornada a tiempo parcial;09 Cataluña;5;2016;1.527,0
Jornada a tiempo parcial;09 Cataluña;5;2015;1.513,1
Jornada a tiempo parcial;09 Cataluña;5;2014;1.479,7
Jornada a tiempo parcial;09 Cataluña;5;2013;1.505,1
Jornada a tiempo parcial;09 Cataluña;5;2012;1.447,8
Jornada a tiempo parcial;09 Cataluña;5;2011;1.514,8
Jornada a tiempo parcial;09 Cataluña;5;2010;1.508,2
Jornada a tiempo parcial;09 Cataluña;5;2009;1.429,0
Jornada a tiempo parcial;09 Cataluña;5;2008;1.422,6
Jornada a tiempo parcial;09 Cataluña;5;2007;1.328,0
Jornada a tiempo parcial;09 Cataluña;5;2006;1.311,8
Jornada a tiempo parcial;09 Cataluña;6;2024;2.165,2
Jornada a tiempo parcial;09 Cataluña;6;2023;2.024,3
Jornada a tiempo parcial;09 Cataluña;6;2022;1.804,7
Jornada a tiempo parcial;09 Cataluña;6;2021;1.869,0
Jornada a tiempo parcial;09 Cataluña;6;2020;1.821,6
Jornada a tiempo parcial;09 Cataluña;6;2019;1.788,8
Jornada a tiempo parcial;09 Cataluña;6;2018;1.743,1
Jornada a tiempo parcial;09 Cataluña;6;2017;1.682,4
Jornada a tiempo parcial;09 Cataluña;6;2016;1.719,5
Jornada a tiempo parcial;09 Cataluña;6;2015;1.645,1
Jornada a tiempo parcial;09 Cataluña;6;2014;1.723,8
Jornada a tiempo parcial;09 Cataluña;6;2013;1.621,7
Jornada a tiempo parcial;09 Cataluña;6;2012;1.646,8
Jornada a tiempo parcial;09 Cataluña;6;2011;1.692,8
Jornada a tiempo parcial;09 Cataluña;6;2010;1.663,4
Jornada a tiempo parcial;09 Cataluña;6;2009;1.600,7
Jornada a tiempo parcial;09 Cataluña;6;2008;1.576,8
Jornada a tiempo parcial;09 Cataluña;6;2007;1.486,0
Jornada a tiempo parcial;09 Cataluña;6;2006;1.437,8
Jornada a tiempo parcial;09 Cataluña;7;2024;2.474,3
Jornada a tiempo parcial;09 Cataluña;7;2023;2.335,1
Jornada a tiempo parcial;09 Cataluña;7;2022;2.105,0
Jornada a tiempo parcial;09 Cataluña;7;2021;2.098,2
Jornada a tiempo parcial;09 Cataluña;7;2020;2.136,0
Jornada a tiempo parcial;09 Cataluña;7;2019;2.010,3
Jornada a tiempo parcial;09 Cataluña;7;2018;2.046,8
Jornada a tiempo parcial;09 Cataluña;7;2017;1.973,2
Jornada a tiempo parcial;09 Cataluña;7;2016;1.978,7
Jornada a tiempo parcial;09 Cataluña;7;2015;1.931,8
Jornada a tiempo parcial;09 Cataluña;7;2014;1.938,9
Jornada a tiempo parcial;09 Cataluña;7;2013;1.938,6
Jornada a tiempo parcial;09 Cataluña;7;2012;1.958,3
Jornada a tiempo parcial;09 Cataluña;7;2011;1.992,8
Jornada a tiempo parcial;09 Cataluña;7;2010;1.917,4
Jornada a tiempo parcial;09 Cataluña;7;2009;1.840,6
Jornada a tiempo parcial;09 Cataluña;7;2008;1.827,6
Jornada a tiempo parcial;09 Cataluña;7;2007;1.687,4
Jornada a tiempo parcial;09 Cataluña;7;2006;1.535,2
Jornada a tiempo parcial;09 Cataluña;8;2024;2.974,3
Jornada a tiempo parcial;09 Cataluña;8;2023;2.952,3
Jornada a tiempo parcial;09 Cataluña;8;2022;2.510,3
Jornada a tiempo parcial;09 Cataluña;8;2021;2.499,9
Jornada a tiempo parcial;09 Cataluña;8;2020;2.542,9
Jornada a tiempo parcial;09 Cataluña;8;2019;2.511,0
Jornada a tiempo parcial;09 Cataluña;8;2018;2.531,0
Jornada a tiempo parcial;09 Cataluña;8;2017;2.356,5
Jornada a tiempo parcial;09 Cataluña;8;2016;2.194,6
Jornada a tiempo parcial;09 Cataluña;8;2015;2.344,7
Jornada a tiempo parcial;09 Cataluña;8;2014;2.251,4
Jornada a tiempo parcial;09 Cataluña;8;2013;2.357,1
Jornada a tiempo parcial;09 Cataluña;8;2012;2.304,1
Jornada a tiempo parcial;09 Cataluña;8;2011;2.258,7
Jornada a tiempo parcial;09 Cataluña;8;2010;2.291,7
Jornada a tiempo parcial;09 Cataluña;8;2009;2.223,8
Jornada a tiempo parcial;09 Cataluña;8;2008;2.158,7
Jornada a tiempo parcial;09 Cataluña;8;2007;2.092,8
Jornada a tiempo parcial;09 Cataluña;8;2006;1.986,3
Jornada a tiempo parcial;09 Cataluña;9;2024;3.417,8
Jornada a tiempo parcial;09 Cataluña;9;2023;3.158,0
Jornada a tiempo parcial;09 Cataluña;9;2022;3.073,0
Jornada a tiempo parcial;09 Cataluña;9;2021;2.865,6
Jornada a tiempo parcial;09 Cataluña;9;2020;3.058,2
Jornada a tiempo parcial;09 Cataluña;9;2019;2.800,8
Jornada a tiempo parcial;09 Cataluña;9;2018;2.829,7
Jornada a tiempo parcial;09 Cataluña;9;2017;2.866,2
Jornada a tiempo parcial;09 Cataluña;9;2016;2.832,5
Jornada a tiempo parcial;09 Cataluña;9;2015;3.093,1
Jornada a tiempo parcial;09 Cataluña;9;2014;2.829,5
Jornada a tiempo parcial;09 Cataluña;9;2013;..
Jornada a tiempo parcial;09 Cataluña;9;2012;2.621,2
Jornada a tiempo parcial;09 Cataluña;9;2011;2.523,2
Jornada a tiempo parcial;09 Cataluña;9;2010;2.816,5
Jornada a tiempo parcial;09 Cataluña;9;2009;2.776,6
Jornada a tiempo parcial;09 Cataluña;9;2008;2.730,2
Jornada a tiempo parcial;09 Cataluña;9;2007;2.524,6
Jornada a tiempo parcial;09 Cataluña;9;2006;2.407,7
Jornada a tiempo parcial;09 Cataluña;10;2024;..
Jornada a tiempo parcial;09 Cataluña;10;2023;..
Jornada a tiempo parcial;09 Cataluña;10;2022;..
Jornada a tiempo parcial;09 Cataluña;10;2021;..
Jornada a tiempo parcial;09 Cataluña;10;2020;..
Jornada a tiempo parcial;09 Cataluña;10;2019;..
Jornada a tiempo parcial;09 Cataluña;10;2018;..
Jornada a tiempo parcial;09 Cataluña;10;2017;..
Jornada a tiempo parcial;09 Cataluña;10;2016;..
Jornada a tiempo parcial;09 Cataluña;10;2015;..
Jornada a tiempo parcial;09 Cataluña;10;2014;..
Jornada a tiempo parcial;09 Cataluña;10;2013;..
Jornada a tiempo parcial;09 Cataluña;10;2012;..
Jornada a tiempo parcial;09 Cataluña;10;2011;..
Jornada a tiempo parcial;09 Cataluña;10;2010;..
Jornada a tiempo parcial;09 Cataluña;10;2009;..
Jornada a tiempo parcial;09 Cataluña;10;2008;..
Jornada a tiempo parcial;09 Cataluña;10;2007;..
Jornada a tiempo parcial;09 Cataluña;10;2006;..
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2024;930,6
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2023;862,3
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2022;882,5
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2021;785,8
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2020;758,0
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2019;737,4
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2018;684,6
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2017;712,6
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2016;727,2
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2015;615,8
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2014;697,1
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2013;679,5
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2012;674,1
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2011;637,4
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2010;664,9
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2009;646,7
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2008;667,1
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2007;631,4
Jornada a tiempo parcial;10 Comunitat Valenciana;Total;2006;574,1
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2024;678,9
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2023;609,0
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2022;592,3
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2021;561,9
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2020;511,5
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2019;514,2
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2018;433,3
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2017;425,3
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2016;446,6
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2015;384,8
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2014;421,0
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2013;390,6
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2012;412,6
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2011;440,9
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2010;456,1
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2009;467,9
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2008;477,2
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2007;469,7
Jornada a tiempo parcial;10 Comunitat Valenciana;1;2006;444,6
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2024;1.221,9
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2023;1.155,6
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2022;1.101,1
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2021;997,7
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2020;933,4
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2019;930,8
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2018;876,9
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2017;828,4
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2016;817,6
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2015;791,8
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2014;795,0
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2013;794,1
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2012;772,4
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2011;824,6
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2010;834,0
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2009;827,7
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2008;850,1
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2007;824,9
Jornada a tiempo parcial;10 Comunitat Valenciana;2;2006;763,8
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2024;1.491,8
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2023;1.425,0
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2022;1.331,0
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2021;1.252,3
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2020;1.239,8
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2019;1.209,0
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2018;1.152,3
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2017;1.082,3
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2016;1.107,5
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2015;1.094,0
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2014;1.108,6
Jornada a tiempo parcial;10 Comunitat Valenciana;3;2013;1.061,7
